RSO_Identifier,RSO_Weight,RSO_Density,RSO_Visibility,RSO_Name,RSO_MRP,Orbit_Identifier,Orbit_Establishment_Year,Orbit_Height,Stealth_Type,RSO_Type,Survivability
FDU14,17.75,Low,0.058168807,Landsat,249.575,OUT010,1998,,Stealth_1,RSO_Type4,499.35
FDX13,7.725,Low,0.047977607,Pleiades,249.5092,OUT018,2009,GEO,Stealth_3,RSO_Type2,2241.0828
FDA15,,Low,0.015944801,Landsat,249.5092,OUT027,2004,GEO,Stealth_3,RSO_Type3,6474.2392
NCC43,7.39,Low,0.092927148,Corona,249.5066,OUT049,1999,MEO,Stealth_1,RSO_Type1,4267.1122
FDQ52,17,Low,0.119362409,PROBA,249.4434,OUT035,2004,LEO,Stealth_2,RSO_Type1,5960.2416
NCX30,16.7,Low,0.026620627,Corona,249.2776,OUT046,1997,LEO,Stealth_1,RSO_Type1,4210.5192
FDX13,7.725,Low,0.047782959,Pleiades,249.1092,OUT046,1997,LEO,Stealth_1,RSO_Type1,2490.092
FDK21,7.905,Low,0.010053105,CBERS,249.0408,OUT018,2009,GEO,Stealth_3,RSO_Type2,6258.52
FDK21,7.905,Low,0.010010425,CBERS,249.0408,OUT035,2004,LEO,Stealth_1,RSO_Type1,3755.112
FDT21,7.42,Low,0.020423549,CBERS,249.0092,OUT049,1999,MEO,Stealth_1,RSO_Type1,2988.1104
FDT21,7.42,Low,0.0204332,CBERS,248.9092,OUT045,2002,,Stealth_2,RSO_Type1,5976.2208
FDA15,9.3,Low,0.026818196,Landsat,248.9092,OUT010,1998,,Stealth_1,RSO_Type4,498.0184
FDT21,7.42,Low,0.020391845,CBERS,248.9092,OUT046,1997,LEO,Stealth_1,RSO_Type1,2241.0828
FDQ52,,Low,0.118806857,PROBA,248.8434,OUT027,2004,GEO,Stealth_3,RSO_Type3,6705.2718
FDT21,,Low,0,CBERS,248.8092,OUT027,2004,MEO,Stealth_3,RSO_Type3,6474.2392
FDW55,12.6,Regular,0,EnviSAT,248.8092,OUT035,2004,MEO,Stealth_3,RSO_Type1,6723.2484
FDA15,9.3,High,0.016113019,Landsat,248.8092,OUT017,2007,,Stealth_2,RSO_Type1,5976.2208
FDO11,,Regular,0.030118338,Quickbird,248.8092,OUT027,1985,MEO,Stealth_0,RSO_Type3,3486.1288
FDU14,17.75,Low,0.034752647,Landsat,248.775,OUT046,1997,LEO,Stealth_1,RSO_Type1,3745.125
NCX30,,High,0.046609281,Corona,248.6776,OUT019,1985,LEO,Stealth_0,RSO_Type4,495.3552
FDU14,17.75,Low,0.034823127,Landsat,248.675,OUT045,2002,,Stealth_2,RSO_Type1,4993.5
FDN03,,Regular,0.015016891,Terra,248.6408,OUT027,2004,MEO,Stealth_3,RSO_Type3,6759.2016
FDN38,6.615,Regular,0.091895319,Pleiades,248.6408,OUT013,1987,GEO,Stealth_2,RSO_Type1,3504.7712
FDW55,12.6,Regular,0.021969896,EnviSAT,248.6092,OUT046,1997,LEO,Stealth_1,RSO_Type1,3237.1196
FDN03,9.8,Regular,0.025257508,Terra,248.5408,OUT010,1998,,Stealth_1,RSO_Type4,751.0224
FDA15,9.3,Low,0.01601936,Landsat,248.5092,OUT035,2004,MEO,Stealth_3,RSO_Type1,6474.2392
NCX30,16.7,Low,0.026729068,Corona,248.4776,OUT018,2009,MEO,Stealth_3,RSO_Type2,6439.6176
FDT21,7.42,Low,0.020474913,CBERS,248.4092,OUT018,2009,MEO,Stealth_3,RSO_Type2,996.0368
FDF40,20.25,Regular,0.022639471,Landsat,248.4092,OUT017,2007,,Stealth_1,RSO_Type1,2241.0828
NCE18,10,Low,0.021421289,Corona,248.375,OUT035,2004,MEO,Stealth_3,RSO_Type1,7240.575
FDU14,,Low,0.034584356,Landsat,248.375,OUT027,1985,MEO,Stealth_2,RSO_Type3,10236.675
NCH06,12.3,Low,0.128136346,Corona,248.346,OUT010,1998,,Stealth_1,RSO_Type4,985.384
FDQ52,17,Low,0.119871307,PROBA,248.3434,OUT018,2009,MEO,Stealth_3,RSO_Type2,6208.585
FDK21,7.905,Low,0.010032624,CBERS,248.3408,OUT045,2002,,Stealth_1,RSO_Type1,751.0224
FDX13,7.725,Low,0.047743195,Pleiades,248.3092,OUT013,2005,GEO,Stealth_3,RSO_Type1,6474.2392
FDU14,17.75,Low,0.034746076,Landsat,248.275,OUT035,2004,LEO,Stealth_1,RSO_Type1,998.7
NCE18,10,Low,0.021407511,Corona,248.175,OUT013,1987,GEO,Stealth_1,RSO_Type1,3495.45
FDI08,18.2,Regular,0.066672058,EnviSAT,248.1092,OUT017,2007,,Stealth_1,RSO_Type1,4233.1564
FDF40,20.25,Regular,0.022507877,Landsat,248.1092,OUT035,2004,LEO,Stealth_1,RSO_Type1,4731.1748
FDF41,,Low,0.130544568,PROBA,248.046,OUT027,2004,MEO,Stealth_3,RSO_Type3,7883.072
FDT21,7.42,Low,0.020374875,CBERS,248.0092,OUT013,1987,GEO,Stealth_1,RSO_Type1,1245.046
NCH06,12.3,Low,0.076987408,Corona,247.946,OUT017,2007,,Stealth_1,RSO_Type1,3202.498
NCH06,12.3,Low,0.076709639,Corona,247.846,OUT045,2002,,Stealth_2,RSO_Type1,3448.844
FDJ48,11.3,Low,0.056424146,EO-1,247.8118,OUT035,2004,LEO,Stealth_1,RSO_Type1,2223.1062
FDJ48,11.3,High,0.056434817,EO-1,247.8118,OUT046,1997,LEO,Stealth_1,RSO_Type1,2964.1416
FDF40,,Regular,0.03941584,Landsat,247.8092,OUT019,1985,LEO,Stealth_0,RSO_Type4,498.0184
NCE18,10,Low,0.021512619,Corona,247.775,OUT018,2009,MEO,Stealth_2,RSO_Type2,3745.125
FDJ48,11.3,Low,0.056754036,EO-1,247.5118,OUT017,2007,,Stealth_1,RSO_Type1,2470.118
DRC27,13.8,Low,0.058220302,Landsat,247.4802,OUT045,2002,,Stealth_1,RSO_Type1,1474.0812
FDQ52,17,Low,0.119285634,PROBA,247.4434,OUT013,1987,GEO,Stealth_1,RSO_Type1,2980.1208
FDO11,8,Regular,0.030311951,Quickbird,247.4092,OUT049,2005,MEO,Stealth_3,RSO_Type1,6972.2576
NCI30,20.25,Low,0.059055045,Corona,247.346,OUT045,2002,,Stealth_1,RSO_Type1,1970.768
NCX30,,Low,0.026491715,Corona,247.2776,OUT027,2005,MEO,Stealth_3,RSO_Type3,6191.94
FDB05,5.155,Low,0.083327693,PROBA,247.2776,OUT049,1999,MEO,Stealth_2,RSO_Type1,5944.2624
FDB05,,Low,0.145669556,PROBA,247.2776,OUT019,1985,LEO,Stealth_0,RSO_Type4,743.0328
FDI08,18.2,Regular,0.066284519,EnviSAT,247.2092,OUT035,2004,LEO,Stealth_1,RSO_Type1,3486.1288
NCH06,12.3,Low,0.076866235,Corona,247.146,OUT018,2009,MEO,Stealth_2,RSO_Type2,492.692
FDT21,7.42,Low,0.020387989,CBERS,247.1092,OUT035,2004,LEO,Stealth_1,RSO_Type1,4233.1564
FDI08,18.2,Regular,0.066297055,EnviSAT,247.1092,OUT046,1997,LEO,Stealth_1,RSO_Type1,2241.0828
NCH18,9.3,High,0.044652785,Corona,247.0802,OUT035,2004,LEO,Stealth_1,RSO_Type1,1228.401
FDW55,,Regular,0.021863506,EnviSAT,247.0092,OUT027,1985,MEO,Stealth_2,RSO_Type3,5478.2024
DRC27,13.8,Low,0.058192802,Landsat,246.9802,OUT049,1999,MEO,Stealth_2,RSO_Type1,5896.3248
FDJ48,,Low,0.056161529,EO-1,246.9118,OUT027,1985,MEO,Stealth_2,RSO_Type3,5681.2714
FDF41,12.15,Low,0.131445848,PROBA,246.846,OUT045,2002,,Stealth_3,RSO_Type1,6404.996
FDL08,10.8,Low,0.049709624,EnviSAT,246.8144,OUT035,2004,LEO,Stealth_1,RSO_Type1,2450.144
NCL42,18.85,Low,0.040338009,Corona,246.7144,OUT013,2004,GEO,Stealth_3,RSO_Type1,6615.3888
FDL08,10.8,Low,0.049719026,EnviSAT,246.7144,OUT046,1997,LEO,Stealth_2,RSO_Type1,5145.3024
FDP16,18.6,Low,0.039294854,PROBA,246.6802,OUT046,1997,LEO,Stealth_1,RSO_Type1,2702.4822
NCI30,20.25,Low,0.058935522,Corona,246.646,OUT046,1997,LEO,Stealth_1,RSO_Type1,2463.46
FDQ52,17,Low,0.120060274,PROBA,246.5434,OUT017,2007,,Stealth_1,RSO_Type1,4470.1812
NCH18,9.3,Low,0.074753743,Corona,246.4802,OUT010,1998,,Stealth_1,RSO_Type4,982.7208
NCI30,20.25,Low,0.059268885,Corona,246.446,OUT017,2007,,Stealth_2,RSO_Type1,3695.19
FDG28,9.285,Regular,0.049559042,PROBA,246.4144,OUT017,2007,,Stealth_1,RSO_Type1,1225.072
FDP16,18.6,Low,0.039355947,PROBA,246.3802,OUT049,2004,GEO,Stealth_3,RSO_Type1,7370.406
NCX30,16.7,Low,0.026771204,Corona,246.3776,OUT017,2007,,Stealth_1,RSO_Type1,1981.4208
FDF41,12.15,Low,0.131921819,PROBA,246.346,OUT017,2007,,Stealth_1,RSO_Type1,739.038
DRC27,13.8,Low,0.058339153,Landsat,246.2802,OUT018,2009,GEO,Stealth_3,RSO_Type2,1228.401
FDG17,,Regular,0.035666655,PROBA,246.2486,OUT027,2004,,Stealth_3,RSO_Type3,8063.5038
FDT52,9.695,Regular,0.047622786,PROBA,246.2144,OUT018,2009,MEO,Stealth_2,RSO_Type2,3675.216
NCH18,9.3,Low,0.044843161,Corona,246.1802,OUT018,2009,MEO,Stealth_3,RSO_Type2,2702.4822
DRG49,7.81,Low,0.067836851,Sentinel,246.1486,OUT017,2007,,Stealth_2,RSO_Type1,5375.6692
FDB05,5.155,Low,0.083198341,PROBA,246.0776,OUT046,1997,LEO,Stealth_1,RSO_Type1,990.7104
DRG49,7.81,Low,0.067592098,Sentinel,246.0486,OUT045,2002,,Stealth_3,RSO_Type1,7086.1094
FDF41,12.15,Low,0.131383762,PROBA,246.046,OUT049,1999,MEO,Stealth_1,RSO_Type1,1231.73
FDT52,9.695,Regular,0.047420609,PROBA,246.0144,OUT035,2004,LEO,Stealth_1,RSO_Type1,4165.2448
FDL08,10.8,Low,0.049677651,EnviSAT,245.9144,OUT013,1987,GEO,Stealth_1,RSO_Type1,4655.2736
NCX30,16.7,Low,0.026598474,Corona,245.8776,OUT013,1987,GEO,Stealth_1,RSO_Type1,4210.5192
FDB05,,Low,0.08279545,PROBA,245.8776,OUT027,1985,MEO,Stealth_1,RSO_Type3,4705.8744
FDF41,12.15,Low,0.131714183,PROBA,245.846,OUT018,2009,MEO,Stealth_2,RSO_Type2,4434.228
FDT52,9.695,Regular,0.047429578,PROBA,245.8144,OUT046,1997,LEO,Stealth_1,RSO_Type1,3430.2016
DRC27,13.8,Low,0.097251621,Landsat,245.7802,OUT010,1998,,Stealth_1,RSO_Type4,245.6802
FDP16,18.6,Low,0.065771529,PROBA,245.7802,OUT010,1998,,Stealth_1,RSO_Type4,245.6802
NCH06,,Low,0.076183667,Corona,245.646,OUT027,1985,MEO,Stealth_2,RSO_Type3,3695.19
FDG28,9.285,Regular,0.049280292,PROBA,245.6144,OUT046,2005,LEO,Stealth_3,RSO_Type1,3920.2304
NCI30,20.25,Low,0.058886477,Corona,245.546,OUT013,1987,GEO,Stealth_1,RSO_Type1,1724.422
NCH18,9.3,Low,0.044624064,Corona,245.4802,OUT013,1987,GEO,Stealth_1,RSO_Type1,3193.8426
FDM20,10,Low,0.038904624,EnviSAT,245.4144,OUT017,2007,,Stealth_3,RSO_Type1,6615.3888
FDM20,10,Low,0.038653608,EnviSAT,245.4144,OUT013,2004,GEO,Stealth_3,RSO_Type1,7105.4176
FDL08,,Low,0.049478259,EnviSAT,245.4144,OUT027,1985,MEO,Stealth_1,RSO_Type3,3675.216
FDJ48,11.3,Low,0.056387854,EO-1,245.4118,OUT013,2004,GEO,Stealth_3,RSO_Type1,6669.3186
FDN09,14.15,High,0.035016754,CBERS,245.3828,OUT018,2009,MEO,Stealth_2,RSO_Type2,1705.7796
FDJ48,11.3,Low,0.094460314,EO-1,245.3118,OUT010,1998,,Stealth_1,RSO_Type4,247.0118
FDF41,12.15,Low,0.131179812,PROBA,245.246,OUT046,1997,LEO,Stealth_1,RSO_Type1,3202.498
FDJ48,11.3,Low,0,EO-1,245.2118,OUT045,2002,,Stealth_2,RSO_Type1,5681.2714
DRC27,13.8,Low,0.058091482,Landsat,245.1802,OUT035,2004,LEO,Stealth_2,RSO_Type1,5650.6446
NCH18,9.3,Low,0.044730667,Corona,245.1802,OUT049,1999,MEO,Stealth_1,RSO_Type1,2456.802
NCI30,20.25,Low,0.0591756,Corona,245.046,OUT018,2009,MEO,Stealth_2,RSO_Type2,4680.574
FDM20,,High,0,EnviSAT,245.0144,OUT027,1985,MEO,Stealth_1,RSO_Type3,3185.1872
FDW34,9.6,Low,0.035651291,CBERS,244.917,OUT045,2002,,Stealth_1,RSO_Type1,2916.204
FDW34,9.6,Low,0,CBERS,244.817,OUT035,2004,LEO,Stealth_1,RSO_Type1,4374.306
FDT52,9.695,Regular,0.047697859,PROBA,244.6144,OUT017,2007,,Stealth_1,RSO_Type1,2695.1584
FDT52,9.695,Regular,0.047503318,PROBA,244.6144,OUT049,1999,MEO,Stealth_1,RSO_Type1,3185.1872
FDG17,6.865,Regular,0.035895934,PROBA,244.4486,OUT049,2004,GEO,Stealth_3,RSO_Type1,6353.0636
FDG17,6.865,Regular,0.036042939,PROBA,244.4486,OUT017,2007,,Stealth_1,RSO_Type1,4153.9262
FDW34,9.6,Low,0.035579135,CBERS,244.417,OUT046,1997,LEO,Stealth_1,RSO_Type1,1944.136
NCI30,,Low,0.103188491,Corona,244.346,OUT019,1985,LEO,Stealth_0,RSO_Type4,246.346
NCL42,18.85,Low,0.040434372,Corona,244.3144,OUT049,1999,MEO,Stealth_2,RSO_Type1,5635.3312
FDI19,15.1,Low,0,Terra,244.2512,OUT045,2002,,Stealth_1,RSO_Type1,3635.268
FDN09,14.15,High,0,CBERS,244.1828,OUT045,2002,,Stealth_1,RSO_Type1,731.0484
FDG17,6.865,Regular,0.03598621,PROBA,244.1486,OUT018,2009,GEO,Stealth_3,RSO_Type2,2687.8346
FDW34,9.6,Low,0.035549527,CBERS,244.117,OUT013,1987,GEO,Stealth_2,RSO_Type1,5346.374
NCL42,18.85,Low,0.040599963,Corona,244.0144,OUT017,2007,,Stealth_2,RSO_Type1,5635.3312
FDN09,14.15,Low,0.05837308,CBERS,243.9828,OUT010,1998,,Stealth_1,RSO_Type4,731.0484
FDL08,10.8,Low,0.050000257,EnviSAT,243.9144,OUT017,2007,,Stealth_1,RSO_Type1,4655.2736
FDM20,10,Low,0.038685802,EnviSAT,243.8144,OUT046,1997,LEO,Stealth_1,RSO_Type1,4655.2736
FDN09,14.15,Low,0.034868095,CBERS,243.7828,OUT035,2004,LEO,Stealth_3,RSO_Type1,6579.4356
FDP16,18.6,Low,0.039517121,PROBA,243.6802,OUT017,2007,,Stealth_2,RSO_Type1,5896.3248
DRC27,13.8,Low,0.05843112,Landsat,243.6802,OUT017,2007,,Stealth_1,RSO_Type1,1965.4416
DRG49,7.81,Low,0.112906337,Sentinel,243.5486,OUT010,1998,,Stealth_1,RSO_Type4,488.6972
FDB21,7.475,Low,0.149360698,EnviSAT,243.4854,OUT017,2007,,Stealth_1,RSO_Type1,1691.7978
FDL08,10.8,Low,0.049819857,EnviSAT,243.2144,OUT045,2002,,Stealth_1,RSO_Type1,1225.072
FDI19,15.1,Low,0.052329172,Terra,243.1512,OUT035,2004,LEO,Stealth_1,RSO_Type1,4604.6728
NCJ31,19.2,Low,0.182653772,SkySat,243.0196,OUT046,1997,LEO,Stealth_2,RSO_Type1,3374.2744
NCJ31,19.2,Low,0.18293775,SkySat,243.0196,OUT049,1999,MEO,Stealth_1,RSO_Type1,3615.294
FDB21,,Low,0,EnviSAT,242.9854,OUT027,2005,MEO,Stealth_3,RSO_Type3,6767.1912
FDC04,15.6,Low,0.045168898,Landsat,242.9854,OUT018,2009,MEO,Stealth_2,RSO_Type2,2175.1686
FDI19,15.1,Low,0.052295514,Terra,242.9512,OUT013,1987,GEO,Stealth_1,RSO_Type1,4847.024
FDI19,,Low,0.052085615,Terra,242.8512,OUT027,1985,MEO,Stealth_2,RSO_Type3,5816.4288
DRG49,,Low,0.067128641,Sentinel,242.8486,OUT027,1985,MEO,Stealth_1,RSO_Type3,3420.8804
FDN09,14.15,Low,0.034845668,CBERS,242.7828,OUT013,1987,GEO,Stealth_1,RSO_Type1,3167.8764
FDZ43,11,Regular,0.057290978,EnviSAT,242.7512,OUT018,2009,MEO,Stealth_1,RSO_Type2,1938.8096
FDI19,15.1,Low,0.052339069,Terra,242.7512,OUT046,1997,LEO,Stealth_1,RSO_Type1,4119.9704
FDQ19,7.35,Regular,0.014353174,EnviSAT,242.6512,OUT013,1987,GEO,Stealth_1,RSO_Type1,969.4048
DRG49,7.81,Low,0.067730081,Sentinel,242.6486,OUT018,2009,MEO,Stealth_2,RSO_Type2,2199.1374
NCC54,17.75,Low,0.097692448,Dove,242.4196,OUT035,2004,LEO,Stealth_2,RSO_Type1,5543.4508
FDW34,,Low,0.062294473,CBERS,242.417,OUT019,1985,LEO,Stealth_0,RSO_Type4,486.034
FDC04,15.6,Low,0.045055587,Landsat,242.3854,OUT049,1999,MEO,Stealth_1,RSO_Type1,2416.854
NCN55,14.6,High,0,SkySat,242.3538,OUT035,2004,LEO,Stealth_2,RSO_Type1,5287.7836
FDI19,15.1,Low,0.087604871,Terra,242.2512,OUT010,1998,,Stealth_1,RSO_Type4,484.7024
FDB03,17.75,Regular,0.156802171,Landsat,242.1538,OUT035,2004,LEO,Stealth_3,RSO_Type1,4326.3684
NCC54,17.75,Low,0.097909084,Dove,242.1196,OUT045,2002,,Stealth_1,RSO_Type1,4097.3332
FDZ43,11,Regular,0.057011062,EnviSAT,241.9512,OUT013,1987,GEO,Stealth_1,RSO_Type1,2908.2144
FDC04,,Low,0.044767801,Landsat,241.8854,OUT027,1985,MEO,Stealth_1,RSO_Type3,4592.0226
FDB37,20.25,Regular,0.022940826,EO-1,241.8538,OUT046,1997,LEO,Stealth_2,RSO_Type1,5768.4912
DRE01,10.1,Low,0.279783532,Sentinel,241.8512,OUT010,1998,,Stealth_1,RSO_Type4,484.7024
NCJ31,19.2,Low,0.183686937,SkySat,241.8196,OUT017,2007,,Stealth_1,RSO_Type1,1687.1372
FDX12,18.2,Regular,0.026064486,EO-1,241.8196,OUT046,1997,LEO,Stealth_1,RSO_Type1,4097.3332
DRE01,10.1,Low,0.167155198,Sentinel,241.7512,OUT046,1997,LEO,Stealth_2,RSO_Type1,5331.7264
FDZ43,11,Regular,0.057058545,EnviSAT,241.7512,OUT046,1997,LEO,Stealth_1,RSO_Type1,3635.268
FDB21,7.475,Low,0.149125615,EnviSAT,241.6854,OUT018,2009,MEO,Stealth_3,RSO_Type2,6042.135
FDN09,,Low,0.034705807,CBERS,241.6828,OUT027,1985,MEO,Stealth_1,RSO_Type3,4873.656
FDX12,18.2,Regular,0.043626605,EO-1,241.4196,OUT010,1998,,Stealth_1,RSO_Type4,482.0392
FDC04,15.6,Low,0.045076878,Landsat,241.3854,OUT045,2002,,Stealth_1,RSO_Type1,2900.2248
FDC04,,Low,0.078764059,Landsat,241.3854,OUT019,1985,LEO,Stealth_0,RSO_Type4,483.3708
FDQ19,7.35,Regular,0.014394261,EnviSAT,241.3512,OUT045,2002,,Stealth_2,RSO_Type1,5331.7264
FDW34,9.6,Low,0.035780385,CBERS,241.317,OUT017,2007,,Stealth_1,RSO_Type1,3645.255
NCV53,8.27,Low,0.018797945,Dove,241.288,OUT013,1987,GEO,Stealth_2,RSO_Type1,5512.824
FDB21,7.475,Low,0.148821808,EnviSAT,241.2854,OUT045,2002,,Stealth_2,RSO_Type1,5317.0788
NCN55,14.6,Low,0.059732844,SkySat,241.2538,OUT018,2009,MEO,Stealth_2,RSO_Type2,5287.7836
FDA38,5.44,Low,0.025458716,Landsat,241.2538,OUT013,1987,GEO,Stealth_1,RSO_Type1,3124.5994
FDX12,18.2,Regular,0.026059557,EO-1,241.2196,OUT035,2004,LEO,Stealth_3,RSO_Type1,6507.5292
FDA38,,Low,0.04461205,Landsat,241.1538,OUT019,1985,LEO,Stealth_0,RSO_Type4,480.7076
FDB03,17.75,Regular,0.156831826,Landsat,241.0538,OUT046,1997,LEO,Stealth_1,RSO_Type1,1201.769
FDB37,,Regular,0.022829734,EO-1,241.0538,OUT027,1985,MEO,Stealth_1,RSO_Type3,4566.7222
FDQ19,7.35,Medium,0.024044279,EnviSAT,241.0512,OUT010,1998,,Stealth_1,RSO_Type4,242.3512
FDS44,,Regular,0.27321283,EnviSAT,240.9538,OUT019,1985,LEO,Stealth_0,RSO_Type4,480.7076
NCC54,17.75,Low,0.098108957,Dove,240.9196,OUT018,2009,MEO,Stealth_2,RSO_Type2,4579.3724
FDB37,20.25,Regular,0.022936488,EO-1,240.8538,OUT035,2004,MEO,Stealth_3,RSO_Type1,7931.6754
FDZ26,11.6,Regular,0.144604071,Landsat,240.8222,OUT018,2009,MEO,Stealth_2,RSO_Type2,3585.333
FDB37,20.25,Regular,0.022921735,EO-1,240.7538,OUT013,1987,GEO,Stealth_2,RSO_Type1,3364.9532
FDB03,17.75,Regular,0.156701315,Landsat,240.7538,OUT013,1987,GEO,Stealth_1,RSO_Type1,4566.7222
FDB21,7.475,Low,0.148492521,EnviSAT,240.6854,OUT035,2004,LEO,Stealth_1,RSO_Type1,1691.7978
FDZ26,11.6,Medium,0.143897558,Landsat,240.6222,OUT013,1987,GEO,Stealth_1,RSO_Type1,2868.2664
FDR45,,Low,0,CBERS,240.6222,OUT027,1985,MEO,Stealth_1,RSO_Type3,4302.3996
NCJ31,,High,0.181769264,SkySat,240.6196,OUT027,1985,MEO,Stealth_1,RSO_Type3,4579.3724
FDB03,17.75,Regular,0.157075658,Landsat,240.5538,OUT049,1999,MEO,Stealth_1,RSO_Type1,3845.6608
DRK11,8.21,Low,0.010808272,SPOT,240.5392,OUT018,2009,MEO,Stealth_4,RSO_Type2,1043.9744
FDR45,10.8,Low,0.029107004,CBERS,240.5222,OUT017,2007,,Stealth_1,RSO_Type1,4541.4218
FDZ43,11,Regular,0.057047756,EnviSAT,240.4512,OUT035,2004,MEO,Stealth_3,RSO_Type1,7028.1848
NCC54,17.75,Low,0.097629611,Dove,240.4196,OUT013,1987,GEO,Stealth_1,RSO_Type1,4579.3724
DRF60,10.8,Low,0.052174319,Sentinel,240.3564,OUT045,2002,,Stealth_1,RSO_Type1,4290.4152
FDB37,20.25,Regular,0.022976493,EO-1,240.3538,OUT049,1999,MEO,Stealth_1,RSO_Type1,4086.0146
FDI09,20.75,Regular,0.12953868,CartoSAT,240.288,OUT049,1999,MEO,Stealth_1,RSO_Type1,2396.88
FDK34,13.35,Low,0.038494623,CBERS,240.2564,OUT013,1987,GEO,Stealth_1,RSO_Type1,2860.2768
FDK34,,Low,0.038340116,CBERS,240.1564,OUT027,2004,MEO,Stealth_3,RSO_Type3,7150.692
FDF11,10.195,Regular,0.017658634,RapidEye,240.1538,OUT049,1999,MEO,Stealth_1,RSO_Type1,1442.1228
FDI09,20.75,Regular,0,CartoSAT,239.988,OUT045,2002,,Stealth_1,RSO_Type1,2636.568
DRF60,10.8,Low,0.052149675,Sentinel,239.9564,OUT049,1999,MEO,Stealth_1,RSO_Type1,3813.7024
FDF11,10.195,Regular,0.017730951,RapidEye,239.8538,OUT017,2007,,Stealth_1,RSO_Type1,4086.0146
FDZ26,11.6,Regular,0.144832027,Landsat,239.8222,OUT017,2007,,Stealth_1,RSO_Type1,4063.3774
FDD17,7.5,Low,0.032811503,PROBA,239.6906,OUT017,2007,,Stealth_1,RSO_Type1,2614.5966
FDF11,10.195,Regular,0.017627888,RapidEye,239.6538,OUT035,2004,LEO,Stealth_1,RSO_Type1,2403.538
FDS44,12.65,Regular,0.15604396,EnviSAT,239.6538,OUT046,1997,LEO,Stealth_1,RSO_Type1,3845.6608
FDZ26,11.6,Regular,0.143990173,Landsat,239.6222,OUT035,2004,LEO,Stealth_1,RSO_Type1,2390.222
DRD49,9.895,Low,0.167799329,Sentinel,239.4564,OUT035,2004,LEO,Stealth_2,RSO_Type1,5243.8408
FDF11,10.195,Medium,0.017703044,RapidEye,239.4538,OUT018,2009,MEO,Stealth_2,RSO_Type2,3605.307
FDF11,10.195,Regular,0.017666978,RapidEye,239.4538,OUT045,2002,,Stealth_1,RSO_Type1,4566.7222
FDZ26,11.6,Regular,0.144241314,Landsat,239.4222,OUT049,1999,MEO,Stealth_2,RSO_Type1,3346.3108
FDK34,13.35,Low,0.038744606,CBERS,239.3564,OUT017,2007,,Stealth_1,RSO_Type1,3098.6332
NCC54,17.75,Low,0.097862839,Dove,239.3196,OUT049,1999,MEO,Stealth_1,RSO_Type1,3615.294
NCC54,17.75,High,0.163548055,Dove,239.3196,OUT010,1998,,Stealth_1,RSO_Type4,723.0588
NCN55,14.6,Low,0.059827007,SkySat,239.2538,OUT017,2007,,Stealth_1,RSO_Type1,3605.307
FDR45,10.8,Low,0.028988288,CBERS,239.2222,OUT049,2004,MEO,Stealth_3,RSO_Type1,6692.6216
NCJ31,19.2,Low,0.182501773,SkySat,239.2196,OUT013,1987,GEO,Stealth_2,RSO_Type1,5061.4116
FDX12,18.2,Regular,0.026117345,EO-1,239.2196,OUT045,2002,,Stealth_1,RSO_Type1,3133.2548
FDB03,17.75,Regular,0.157470693,Landsat,239.1538,OUT018,2009,MEO,Stealth_2,RSO_Type2,4326.3684
FDD17,7.5,Low,0.032677678,PROBA,239.0906,OUT049,1999,MEO,Stealth_2,RSO_Type1,5942.265
NCV53,8.27,Low,0.031490111,Dove,239.088,OUT010,1998,,Stealth_1,RSO_Type4,719.064
FDS44,12.65,Regular,0.156286566,EnviSAT,238.9538,OUT049,1999,MEO,Stealth_1,RSO_Type1,4086.0146
NCW18,15.1,Low,0.059275452,Corona,238.9248,OUT013,2004,GEO,Stealth_3,RSO_Type1,6636.6944
NCN55,14.6,Low,0.059582996,SkySat,238.8538,OUT049,2004,GEO,Stealth_3,RSO_Type1,6008.845
FDS44,12.65,Regular,0.156679617,EnviSAT,238.8538,OUT018,2009,MEO,Stealth_2,RSO_Type2,4566.7222
FDQ03,15,Regular,0.078172471,Terra,238.8248,OUT045,2002,,Stealth_1,RSO_Type1,3555.372
FDD17,7.5,Low,0.03269312,PROBA,238.7906,OUT045,2002,,Stealth_1,RSO_Type1,4040.7402
FDK34,13.35,Low,0,CBERS,238.7564,OUT018,2009,MEO,Stealth_2,RSO_Type2,1906.8512
FDA38,5.44,Low,0.025519534,Landsat,238.7538,OUT049,1999,MEO,Stealth_1,RSO_Type1,3605.307
FDQ03,15,Regular,0.077949334,Terra,238.7248,OUT013,1987,GEO,Stealth_1,RSO_Type1,2133.2232
FDT57,15.2,Low,0.019018943,CBERS,238.7248,OUT013,1987,GEO,Stealth_1,RSO_Type1,1659.1736
NCP53,14.75,Low,0.032862976,Dove,238.6906,OUT013,1987,GEO,Stealth_1,RSO_Type1,4278.4308
FDU43,19.35,Regular,0,EnviSAT,238.6564,OUT013,1987,GEO,Stealth_1,RSO_Type1,3575.346
FDR45,10.8,Low,0.029001987,CBERS,238.6222,OUT045,2002,,Stealth_3,RSO_Type1,8604.7992
FDZ26,11.6,Regular,0.241055611,Landsat,238.5222,OUT010,1998,,Stealth_1,RSO_Type4,717.0666
FDS44,12.65,Regular,0.156926608,EnviSAT,238.3538,OUT017,2007,,Stealth_2,RSO_Type1,5528.1374
NCN55,14.6,Low,0.059611153,SkySat,238.3538,OUT045,2002,,Stealth_1,RSO_Type1,2163.1842
