person,tot,time,role,dialogue
OBAMA,63.1,time 1,candidate,And so what I've tried to do as president is to apply those same principles.
OBAMA,63.1,time 3,candidate,But that was ten years before you took office.
OBAMA,63.11,time 1,candidate,And when it comes to education what I've said is we've got to reform schools that are not working.
OBAMA,63.12,time 1,candidate,We use something called Race to the Top.
OBAMA,63.13,time 1,candidate,"Wasn't a top down approach, Governor."
OBAMA,63.14,time 1,candidate,"What we've said is to states, we'll give you more money if you initiate refor Miss And as a consequence, you had forty six states around the country who have made a real difference."
OBAMA,63.15,time 1,candidate,But what I've also said is let's hire another one hundred thousand math and science teachers to make sure we maintain our technological lead and our people are skilled and able to succeed.
OBAMA,63.16,time 1,candidate,And hard pressed states right now can't all do that.
OBAMA,63.17,time 1,candidate,"In fact we've seen layoffs of hundreds of thousands of teachers over the last several years, and Governor Romney doesn't think we need more teachers."
OBAMA,63.18,time 1,candidate,"I do, because I think that that is the kind of investment where the federal government can help."
OBAMA,63.19,time 1,candidate,"It can't do it all, but it can make a difference."
OBAMA,63.2,time 1,candidate,That's its most basic function.
OBAMA,63.2,time 1,candidate,And as a consequence we'll have a better trained workforce and that will create jobs because companies want to locate in places where we've got a skilled workforce.
OBAMA,63.3,time 1,candidate,"And as commander in chief, that is something that I've worked on and thought about every single day that I've been in the Oval Office."
OBAMA,63.4,time 1,candidate,"But I also believe that government has the capacity, the federal government has the capacity to help open up opportunity and create ladders of opportunity and to create frameworks where the American people can succeed."
OBAMA,63.5,time 1,candidate,"Look, the genius of America is the free enterprise system and freedom and the fact that people can go out there and start a business, work on an idea, make their own decisions."
OBAMA,63.6,time 1,candidate,"But as Abraham Lincoln understood, there are also some things we do better together."
OBAMA,63.7,time 1,candidate,"So, in the middle of the Civil War, Abraham Lincoln said, let's help to finance the Transcontinental Railroad, let's start the National Academy of Sciences, let's start land grant colleges, because we want to give these gateways of opportunity for all Americans, because if all Americans are getting opportunity, we're all going to be better off."
OBAMA,63.8,time 1,candidate,That doesn't restrict people's freedom.
OBAMA,63.9,time 1,candidate,That enhances it.
OBAMA,67.1,time 3,candidate,That happened before you came into office.
OBAMA,71.1,time 1,candidate,"Well, as I've indicated, I think that it has a significant role to play."
OBAMA,71.2,time 1,candidate,"Through our Race to the Top program, we've worked with Republican and Democratic governors to initiate major reforms, and they're having an impact right now."
OBAMA,72.1,time 2,candidate,"Candy, it's not going to|"
OBAMA,73.1,time 1,candidate,"You know, this is where budgets matter, because budgets reflect choices."
OBAMA,73.2,time 1,candidate,"So when Governor Romney indicates that he wants to cut taxes and potentially benefit folks like me and him, and to pay for it we're having to initiate significant cuts in federal support for education, that makes a difference."
OBAMA,73.3,time 1,candidate,"You know, his his running mate, Congressman Ryan, put forward a budget that reflects many of the principles that Governor Romney's talked about."
OBAMA,73.4,time 1,candidate,And it wasn't very detailed.
OBAMA,73.5,time 1,candidate,This seems to be a trend.
OBAMA,73.6,time 1,candidate,"But but what it did do is to if you extrapolated how much money we're talking about, you'd look at cutting the education budget by up to twenty percent."
OBAMA,73.7,time 1,candidate,"When it comes to community colleges, we are seeing great work done out there all over the country because we have the opportunity to train people for jobs that exist right now."
OBAMA,73.8,time 1,candidate,And one of the things I suspect Governor Romney and I probably agree on is getting businesses to work with community colleges so that they're setting up their training progra Miss |
OBAMA,74.1,time 2,candidate,Used to being interrupted.
OBAMA,75.1,time 1,candidate,Let me just finish the point.
OBAMA,75.1,time 1,candidate,"Governor Romney, I genuinely believe cares about education, but when he tells a student that, you know, you should borrow money from your parents to go to college, you know, that indicates the degree to which, you know, there may not be as much of a focus on the fact that folks like myself, folks like Michelle, kids probably who attend University of Denver, just don't have that option."
OBAMA,75.1,time 3,candidate,He should have answered the first question.
OBAMA,75.1,time 3,candidate,"But, what you can't do is spend dollar two trillion in additional military spending that the military is not asking for, dollar five trillion on tax cuts."
OBAMA,75.11,time 1,candidate,"And for us to be able to make sure that they've got that opportunity and they can walk through that door, that is vitally important not just to those kids."
OBAMA,75.11,time 3,candidate,"You say that you're going to pay for it by closing loopholes and deductions, without naming what those loopholes and deductions are."
OBAMA,75.12,time 1,candidate,It's how we're going to grow this economy over the long term.
OBAMA,75.12,time 3,candidate,And then somehow you're also going to deal with the deficit that we've already got.
OBAMA,75.13,time 3,candidate,The math simply doesn't work.
OBAMA,75.14,time 3,candidate,"But when it comes to our military, what we have to think about is not, you know just budgets, we've got to think about capabilities."
OBAMA,75.15,time 3,candidate,We need to be thinking about cyber security.
OBAMA,75.16,time 3,candidate,We need to be talking about space.
OBAMA,75.17,time 3,candidate,"That's exactly what our budget does, but it's driven by strategy."
OBAMA,75.18,time 3,candidate,It's not driven by politics.
OBAMA,75.19,time 3,candidate,"It's not driven by members of Congress, and what they would like to see."
OBAMA,75.2,time 1,candidate,The where they're partnering so that they're designing training progra Miss And people who are going through them know that there's a job waiting for them if they complete it.
OBAMA,75.2,time 3,candidate,"Look, Governor Romney's called for dollar five trillion of tax cuts that he says he's going to pay for by closing deductions."
OBAMA,75.2,time 3,candidate,"It's driven by, what are we going to need to keep the American people safe?"
OBAMA,75.21,time 3,candidate,"That's exactly what our budget does, and it also then allows us to reduce our deficit, which is a significant national security concern."
OBAMA,75.22,time 3,candidate,Because we've got to make sure that our economy is strong at home so that we can project military power overseas.
OBAMA,75.3,time 1,candidate,"That makes a big difference, but that requires some federal support."
OBAMA,75.3,time 3,candidate,"Now, the math doesn't work, but he continues to claim that he's going to do it."
OBAMA,75.4,time 1,candidate,Let me just say one final example.
OBAMA,75.4,time 3,candidate,He then wants to spend another dollar two trillion on military spending that our military is not asking for.
OBAMA,75.5,time 1,candidate,"When it comes to making college affordable, whether it's two year or four year, one of the things that I did as president was we were sending dollar sixty billion to banks and lenders as middlemen for the student loan program, even though the loans were guaranteed."
OBAMA,75.5,time 3,candidate,"Now, keep in mind that our military spending has gone up every single year that I've been in office."
OBAMA,75.6,time 1,candidate,"So there was no risk for the banks or the lenders, but they were taking billions out of the system."
OBAMA,75.6,time 3,candidate,"We spend more on our military than the next ten countries combined; China, Russia, France, the United Kingdom, you name it."
OBAMA,75.7,time 1,candidate,"And we said, Why not cut out the middleman?"
OBAMA,75.7,time 3,candidate,The next ten.
OBAMA,75.8,time 1,candidate,"And as a consequence, what we've been able to do is to provide millions more students assistance, lower or keep low interest rates on student loans."
OBAMA,75.8,time 3,candidate,"And what I did was work with our joint chiefs of staff to think about, what are we going to need in the future to make sure that we are safe?"
OBAMA,75.9,time 1,candidate,And this is an example of where our priorities make a difference.
OBAMA,75.9,time 3,candidate,And that's the budget that we've put forward.
OBAMA,78.1,time 2,candidate,You're doing great.
OBAMA,79.1,time 1,candidate,You've done a great job.
OBAMA,81.1,time 3,candidate,"Bob, I just need to comment on this."
OBAMA,81.1,time 3,candidate,"We have these things called aircraft carriers, where planes land on them."
OBAMA,81.11,time 3,candidate,"We have these ships that go underwater, nuclear submarines."
OBAMA,81.12,time 3,candidate,"And so the question is not a game of Battleship, where we're counting slips."
OBAMA,81.13,time 3,candidate,It's what are our capabilities.
OBAMA,81.14,time 3,candidate,"And so when I sit down with the Secretary of the Navy and the Joint Chiefs of Staff, we determine how are we going to be best able to meet all of our defense needs in a way that also keeps faith with our troops, that also makes sure that our veterans have the kind of support that they need when they come home."
OBAMA,81.15,time 3,candidate,And that is not reflected in the kind of budget that you're putting forward because it just doesn't work.
OBAMA,81.2,time 3,candidate,"First of all, the sequester is not something that I've proposed."
OBAMA,81.3,time 3,candidate,It is something that Congress has proposed.
OBAMA,81.4,time 3,candidate,It will not happen.
OBAMA,81.5,time 3,candidate,The budget that we are talking about is not reducing our military spending.
OBAMA,81.6,time 3,candidate,It is maintaining it.
OBAMA,81.7,time 3,candidate,But I think Governor Romney maybe hasn't spent enough time looking at how our military works.
OBAMA,81.8,time 3,candidate,"You mentioned the Navy, for example, and that we have fewer ships than we did in one thousand nine hundred sixteen."
OBAMA,81.9,time 3,candidate,"Well, Governor, we also have fewer horses and bayonets, because the nature of our military's changed."
OBAMA,82.1,time 2,candidate,My philosophy on taxes has been simple.
OBAMA,82.1,time 2,candidate,"But what I've also said is, if we're serious about reducing the deficit, if this is genuinely a moral obligation to the next generation, then in addition to some tough spending cuts, we've also got to make sure that the wealthy do a little bit more."
OBAMA,82.11,time 2,candidate,"So what I've said is, your first dollar two hundred fifty thousand."
OBAMA,82.12,time 2,candidate,"worth of income, no change."
OBAMA,82.13,time 2,candidate,"And that means ninety eight percent of American families, ninety seven percent of small businesses, they will not see a tax increase."
OBAMA,82.14,time 2,candidate,I'm ready to sign that bill right now.
OBAMA,82.15,time 2,candidate,The only reason it's not happening is because Governor Romney's allies in Congress have held the ninety eight percent hostage because they want tax breaks for the top two percent.
OBAMA,82.16,time 2,candidate,"But what I've also says is for above dollar two hundred fifty thousand, we can go back to the tax rates we had when Bill Clinton was president."
OBAMA,82.17,time 2,candidate,We created twenty three million new jobs.
OBAMA,82.18,time 2,candidate,That's part of what took us from deficits to surplus.
OBAMA,82.19,time 2,candidate,It will be good for our economy and it will be good for job creation.
OBAMA,82.2,time 2,candidate,"And that is, I want to give middle class families and folks who are striving to get into the middle class some relief."
OBAMA,82.2,time 2,candidate,"Now, Governor Romney has a different philosophy."
OBAMA,82.21,time 2,candidate,"He was on sixty Minutes just two weeks ago and he was asked: Is it fair for somebody like you, making dollar twenty million a year, to pay a lower tax rate than a nurse or a bus driver, somebody making dollar fifty thousand year?"
OBAMA,82.22,time 2,candidate,"And he said, Yes, I think that's fair."
OBAMA,82.23,time 2,candidate,"Not only that, he said, I think that's what grows the economy."
OBAMA,82.24,time 2,candidate,"Well, I fundamentally disagree with that."
OBAMA,82.25,time 2,candidate,I think what grows the economy is when you get that tax credit that we put in place for your kids going to college.
OBAMA,82.26,time 2,candidate,I think that grows the economy.
OBAMA,82.27,time 2,candidate,I think what grows the economy is when we make sure small businesses are getting a tax credit for hiring veterans who fought for our country.
OBAMA,82.28,time 2,candidate,That grows our economy.
OBAMA,82.29,time 2,candidate,So we just have a different theory.
OBAMA,82.3,time 2,candidate,Because they have been hit hard over the last decade.
OBAMA,82.3,time 2,candidate,"And when Governor Romney stands here, after a year of campaigning, when during a Republican primary he stood on stage and said I'm going to give tax cuts he didn't say tax rate cuts, he said tax cuts to everybody, including the top one percent, you should believe him because that's been his history."
OBAMA,82.31,time 2,candidate,And that's exactly the kind of top down economics that is not going to work if we want a strong middle class and an economy that's striving for everybody.
OBAMA,82.4,time 2,candidate,"Over the last fifteen, over the last twenty years."
OBAMA,82.5,time 2,candidate,So four years ago I stood on a stage just like this one.
OBAMA,82.6,time 2,candidate,"Actually it was a town hall, and I said I would cut taxes for middle class families, and that's what I've done, by dollar three thousand six hundred|"
OBAMA,82.7,time 2,candidate,"I said I would cut taxes for small businesses, who are the drivers and engines of growth."
OBAMA,82.8,time 2,candidate,And we've cut them eighteen times.
OBAMA,82.9,time 2,candidate,"And I want to continue those tax cuts for middle class families, and for small business."
OBAMA,83.1,time 3,candidate,"And, you know, we visited the website quite a bit and it still doesn't work."
OBAMA,85.1,time 3,candidate,"First of all, Israel is a true friend."
OBAMA,85.2,time 3,candidate,It is our greatest ally in the region.
OBAMA,85.3,time 3,candidate,"And if Israel is attacked, America will stand with Israel."
OBAMA,85.4,time 3,candidate,I've made that clear throughout my presidency.
OBAMA,85.5,time 3,candidate,And|
OBAMA,86.1,time 2,candidate,"No, it's not settled."
OBAMA,86.1,time 2,candidate,He can't tell you.
OBAMA,86.11,time 2,candidate,The the fact that he only has to pay fourteen percent on his taxes when a lot of you are paying much higher.
OBAMA,86.12,time 2,candidate,"He's already taken that off the board, capital gains are going to continue to be at a low rate so we we're not going to get money that way."
OBAMA,86.13,time 2,candidate,We haven't heard from the governor any specifics beyond Big Bird and eliminating funding for Planned Parenthood in terms of how he pays for that.
OBAMA,86.14,time 2,candidate,"Now, Governor Romney was a very successful investor."
OBAMA,86.15,time 2,candidate,"If somebody came to you, Governor, with a plan that said, here, I want to spend dollar seven or dollar eight trillion, and then we're going to pay for it, but we can't tell you until maybe after the election how we're going to do it, you wouldn't take such a sketchy deal and neither should you, the American people, because the math doesn't add up."
OBAMA,86.16,time 2,candidate,"And and what's at stake here is one of two things, either Candy this blows up the deficit because keep in mind, this is just to pay for the additional spending that he's talking about, dollar seven trillion dollar eight trillion before we even get to the deficit we already have."
OBAMA,86.17,time 2,candidate,"Or, alternatively, it's got to be paid for, not only by closing deductions for wealthy individuals, that that will pay for about four percent reduction in tax rates."
OBAMA,86.18,time 2,candidate,You're going to be paying for it.
OBAMA,86.19,time 2,candidate,"You're going to lose some deductions, and you can't buy the sales pitch."
OBAMA,86.2,time 2,candidate,"Look, the cost of lowering rates for everybody across the board, twenty percent."
OBAMA,86.2,time 2,candidate,"Nobody who's looked at it that's serious, actually believes it adds up."
OBAMA,86.3,time 2,candidate,"Along with what he also wants to do in terms of eliminating the estate tax, along what he wants to do in terms of corporates, changes in the tax code, it costs about dollar five trillion."
OBAMA,86.4,time 2,candidate,Governor Romney then also wants to spend dollar two trillion on additional military programs even though the military's not asking for them.
OBAMA,86.5,time 2,candidate,That's dollar seven trillion.
OBAMA,86.6,time 2,candidate,He also wants to continue the Bush tax cuts for the wealthiest Americans.
OBAMA,86.7,time 2,candidate,That's another trillion dollars that's dollar eight trillion.
OBAMA,86.8,time 2,candidate,"Now, what he says is he's going to make sure that this doesn't add to the deficit and he's going to cut middleclass taxes."
OBAMA,86.9,time 2,candidate,"But when he's asked, how are you going to do it, which deductions, which loopholes are you going to close?"
OBAMA,87.1,time 1,candidate,"Well, first of all, I think Governor Romney's going to have a busy first day, because he's also going to repeal Obamacare, which will not be very popular among Democrats as you're sitting down with them."
OBAMA,87.1,time 1,candidate,"But, ultimately, part of being principled, part of being a leader is, A, being able to describe exactly what it is that you intend to do, not just saying, I'll sit down, but you have to have a plan."
OBAMA,87.1,time 3,candidate,I will stand with Israel if they are attacked.
OBAMA,87.1,time 3,candidate,"And the reason we did this is because a nuclear Iran is a threat to our national security, and it is a threat to Israel's national security."
OBAMA,87.11,time 1,candidate,"Number two, what's important is occasionally you've got to say no, to to to folks both in your own party and in the other party."
OBAMA,87.11,time 3,candidate,We cannot afford to have a nuclear arms race in the most volatile region of the world.
OBAMA,87.12,time 1,candidate,"And, you know, yes, have we had some fights between me and the Republicans when when they fought back against us reining in the excesses of Wall Street?"
OBAMA,87.12,time 3,candidate,Iran is a state sponsor of terrorism.
OBAMA,87.13,time 1,candidate,"Absolutely, because that was a fight that needed to be had."
OBAMA,87.13,time 3,candidate,"And for them to be able to provide nuclear technology to non state actors, that's unacceptable."
OBAMA,87.14,time 1,candidate,"When when we were fighting about whether or not we were going to make sure that Americans had more security with their health insurance and they said no, yes, that was a fight that we needed to have."
OBAMA,87.14,time 3,candidate,And they have said that they want to see Israel wiped off the map.
OBAMA,87.15,time 3,candidate,So the work that we've done with respect to sanctions now offers Iran a choice.
OBAMA,87.16,time 3,candidate,"They can take the diplomatic route and end their nuclear program or they will have to face a united world and a United States president, me, who said we're not going to take any options off the table."
OBAMA,87.17,time 3,candidate,"The disagreement I have with Governor Romney is that, during the course of this campaign, he's often talked as if we should take premature military action."
OBAMA,87.18,time 3,candidate,"I think that would be a mistake, because when I've sent young men and women into harm's way, I always understand that that is the last resort, not the first resort."
OBAMA,87.2,time 1,candidate,"But, look, my philosophy has been, I will take ideas from anybody, Democrat or Republican, as long as they're advancing the cause of making middle class families stronger and giving ladders of opportunity to the middle class."
OBAMA,87.2,time 3,candidate,"And this is the reason why, working with Israel, we have created the strongest military and intelligence cooperation between our two countries in history."
OBAMA,87.3,time 1,candidate,That's how we cut taxes for middle class families and small businesses.
OBAMA,87.3,time 3,candidate,"In fact, this week we'll be carrying out the largest military exercise with Israel in history, this very week."
OBAMA,87.4,time 1,candidate,That's how we cut a trillion dollars of spending that wasn't advancing that cause.
OBAMA,87.4,time 3,candidate,"But to the issue of Iran, as long as I'm president of the United States Iran will not get a nuclear weapon."
OBAMA,87.5,time 1,candidate,That's how we signed three trade deals into law that are helping us to double our exports and sell more American products around the world.
OBAMA,87.5,time 3,candidate,I made that clear when I came into office.
OBAMA,87.6,time 1,candidate,That's how we repealed don't ask/don't tell.
OBAMA,87.6,time 3,candidate,"We then organized the strongest coalition and the strongest sanctions against Iran in history, and it is crippling their economy."
OBAMA,87.7,time 1,candidate,"That's how we ended the war in Iraq, as I promised, and that's how we're going to wind down the war in Afghanistan."
OBAMA,87.7,time 3,candidate,Their currency has dropped eighty percent.
OBAMA,87.8,time 1,candidate,That's how we went after Al Qaida and bin Laden.
OBAMA,87.8,time 3,candidate,Their oil production has plunged to the lowest level since they were fighting a war with Iraq twenty years ago.
OBAMA,87.9,time 1,candidate,So we've we've seen progress even under Republican control of the House of Representatives.
OBAMA,87.9,time 3,candidate,So their economy is in a shambles.
OBAMA,89.1,time 1,candidate,"And so part of leadership and governing is both saying what it is that you are for, but also being willing to say no to some things."
OBAMA,89.2,time 1,candidate,"And I've got to tell you, Governor Romney, when it comes to his own party during the course of this campaign, has not displayed that willingness to say no to some of the more extreme parts of his party."
OBAMA,91.1,time 1,candidate,"Well, Jim, I want to thank you, and I want to thank Governor Romney, because I think was a terrific debate, and I very much appreciate it."
OBAMA,91.1,time 1,candidate,And everybody's getting a fair shot.
OBAMA,91.1,time 3,candidate,"Well, first of all those are reports in the newspaper."
OBAMA,91.1,time 3,candidate,And I'm glad that Governor Romney agrees with the steps that we're taking.
OBAMA,91.11,time 1,candidate,"And everybody's getting a fair share everybody's doing a fair share, and everybody's playing by the same rules."
OBAMA,91.11,time 3,candidate,"You know, there have been times, Governor, frankly, during the course of this campaign, where it sounded like you thought that you'd do the same things we did, but you'd say them louder and somehow that that would make a difference."
OBAMA,91.12,time 1,candidate,"You know, four years ago, I said that I'm not a perfect man and I wouldn't be a perfect president."
OBAMA,91.12,time 3,candidate,And it turns out that the work involved in setting up these crippling sanctions is painstaking.
OBAMA,91.13,time 1,candidate,And that's probably a promise that Governor Romney thinks I've kept.
OBAMA,91.13,time 3,candidate,It's meticulous.
OBAMA,91.14,time 1,candidate,"But I also promised that I'd fight every single day on behalf of the American people, the middle class, and all those who were striving to get into the middle class."
OBAMA,91.14,time 3,candidate,We started from the day we got into office.
OBAMA,91.15,time 1,candidate,"I've kept that promise and if you'll vote for me, then I promise I'll fight just as hard in a second term."
OBAMA,91.15,time 3,candidate,"And the reason is was so important and this is a testament to how we've restored American credibility and strength around the world is we had to make sure that all the countries participated, even countries like Russia and China."
OBAMA,91.16,time 3,candidate,Because if it's just us that are imposing sanctions we've had sanctions in place a long time.
OBAMA,91.17,time 3,candidate,It's because we got everybody to agree that Iran is seeing so much pressure.
OBAMA,91.18,time 3,candidate,And we've got to maintain that pressure.
OBAMA,91.19,time 3,candidate,"There is a deal to be had, and that is that they abide by the rules that have already been established."
OBAMA,91.2,time 1,candidate,And I want to thank the University of Denver.
OBAMA,91.2,time 3,candidate,They are not true.
OBAMA,91.2,time 3,candidate,They convince the international community they are not pursuing a nuclear program.
OBAMA,91.21,time 3,candidate,There are inspections that are very intrusive.
OBAMA,91.22,time 3,candidate,"But over time, what they can do is regain credibility."
OBAMA,91.23,time 3,candidate,"In the meantime, though, we're not going to let up the pressure until we have clear evidence that that takes place."
OBAMA,91.24,time 3,candidate,And one last thing just just to make this point.
OBAMA,91.25,time 3,candidate,The clock is ticking.
OBAMA,91.26,time 3,candidate,We're not going to allow Iran to perpetually engage in negotiations that lead nowhere.
OBAMA,91.27,time 3,candidate,And I've been very clear to them.
OBAMA,91.28,time 3,candidate,"You know, because of the intelligence coordination that we do with a range of countries, including Israel, we have a sense of when they would get breakout capacity, which means that we would not be able to intervene in time to stop their nuclear program."
OBAMA,91.29,time 3,candidate,And that clock is ticking.
OBAMA,91.3,time 1,candidate,"You know, four years ago, we were going through a major crisis."
OBAMA,91.3,time 3,candidate,But our goal is to get Iran to recognize it needs to give up its nuclear program and abide by the U.
OBAMA,91.3,time 3,candidate,"And we're going to make sure that if they do not meet the demands of the international community, then we are going to take all options necessary to make sure they don't have a nuclear weapon."
OBAMA,91.4,time 1,candidate,And yet my faith and confidence in the American future is undiminished.
OBAMA,91.4,time 3,candidate,N.
OBAMA,91.5,time 1,candidate,"And the reason is because of its people, because of the woman I met in North Carolina who decided at fifty five to go back to school because she wanted to inspire her daughter and now has a job from that new training that she's gotten; because a company in Minnesota who was willing to give up salaries and perks for their executives to make sure that they didn't lay off workers during a recession."
OBAMA,91.5,time 3,candidate,resolutions that have been in place.
OBAMA,91.6,time 1,candidate,"The auto workers that you meet in Toledo or Detroit take such pride in building the best cars in the world, not just because of a paycheck, but because it gives them that sense of pride, that they're helping to build America."
OBAMA,91.6,time 3,candidate,"Because they have the opportunity to reenter the community of nations, and we would welcome that."
OBAMA,91.7,time 1,candidate,And so the question now is how do we build on those strengths.
OBAMA,91.7,time 3,candidate,There there are people in Iran who have the same aspirations as people all around the world for a better life.
OBAMA,91.8,time 1,candidate,"And everything that I've tried to do, and everything that I'm now proposing for the next four years in terms of improving our education system or developing American energy or making sure that we're closing loopholes for companies that are shipping jobs overseas and focusing on small businesses and companies that are creating jobs here in the United States, or closing our deficit in a responsible, balanced way that allows us to invest in our future."
OBAMA,91.8,time 3,candidate,"And we hope that their leadership takes the right decision, but the deal we'll accept is they end their nuclear program."
OBAMA,91.9,time 1,candidate,"All those things are designed to make sure that the American people, their genius, their grit, their determination, is is channeled and and they have an opportunity to succeed."
OBAMA,91.9,time 3,candidate,It's very straightforward.
OBAMA,94.1,time 2,candidate,Great.
OBAMA,94.1,time 3,candidate,"Bob, let me just respond."
OBAMA,94.1,time 3,candidate,"When I came into office, the world was divided."
OBAMA,94.11,time 3,candidate,Iran was resurgent.
OBAMA,94.12,time 3,candidate,"Iran is at its weakest point, economically, strategically, militarily, then since then in many years."
OBAMA,94.13,time 3,candidate,And we are going to continue to keep the pressure on to make sure that they do not get a nuclear weapon.
OBAMA,94.14,time 3,candidate,That's in America's national interest and that will be the case so long as I'm president.
OBAMA,94.2,time 2,candidate,Looking forward to it.
OBAMA,94.2,time 3,candidate,"Nothing Governor Romney just said is true, starting with this notion of me apologizing."
OBAMA,94.3,time 2,candidate,"And it's Katherine Fenton, who has a question for you."
OBAMA,94.3,time 3,candidate,This has been probably the biggest whopper that's been told during the course of this campaign.
OBAMA,94.4,time 3,candidate,"And every fact checker and every reporter who's looked at it, Governor, has said this is not true."
OBAMA,94.5,time 3,candidate,"And when it comes to tightening sanctions, look, as I said before, we've put in the toughest, most crippling sanctions ever."
OBAMA,94.6,time 3,candidate,"And the fact is, while we were coordinating an international coalition to make sure these sanctions were effective, you were still invested in a Chinese state oil company that was doing business with the Iranian oil sector."
OBAMA,94.7,time 3,candidate,"So I'll let the American people decide, judge, who's going to be more effective and more credible when it comes to imposing crippling sanctions."
OBAMA,94.8,time 3,candidate,"And with respect to our attitude about the Iranian revolution, I was very clear about the murderous activities that had taken place and that was contrary to international law and everything that civilized people stand for."
OBAMA,94.9,time 3,candidate,And and so the strength that we have shown in Iran is shown by the fact that we've been able to mobilize the world.
OBAMA,96.1,time 2,candidate,"Well, Katherine, that's a great question."
OBAMA,96.1,time 2,candidate,And this is one of the reasons why one of the first the first bill I signed was something called the Lily Ledbetter bill.
OBAMA,96.1,time 3,candidate,"Bob, let me let me respond."
OBAMA,96.1,time 3,candidate,And the the central question at this point is going to be: Who is going to be credible to all parties involved?
OBAMA,96.11,time 2,candidate,"And it's named after this amazing woman who had been doing the same job as a man for years, found out that she was getting paid less, and the Supreme Court said that she couldn't bring suit because she should have found about it earlier, whereas she had no way of finding out about it."
OBAMA,96.11,time 3,candidate,"And they can look at my track record, whether it's Iran sanctions, whether it's dealing with counterterrorism, whether it's supporting democracy, whether it's supporting women's rights, whether it's supporting religious minorities."
OBAMA,96.12,time 2,candidate,So we fixed that.
OBAMA,96.12,time 3,candidate,And they can say that the President of the United States and the United States of America has stood on the right side of history.
OBAMA,96.13,time 2,candidate,"And that's an example of the kind of advocacy that we need, because women are increasingly the breadwinners in the family."
OBAMA,96.13,time 3,candidate,And that kind of credibility is precisely why we've been able to show leadership on a wide range of issues facing the world right now.
OBAMA,96.14,time 2,candidate,"This is not just a women's issue, this is a family issue, this is a middle class issue, and that's why we've got to fight for it."
OBAMA,96.15,time 2,candidate,It also means that we've got to make sure that young people like yourself are able to afford a college education.
OBAMA,96.16,time 2,candidate,"Earlier, Governor Romney talked about he wants to make Pell Grants and other education accessible for young people."
OBAMA,96.17,time 2,candidate,"Well, the truth of the matter is, is that that's exactly what we've done."
OBAMA,96.18,time 2,candidate,"We've expanded Pell Grants for millions of people, including millions of young women, all across the country."
OBAMA,96.19,time 2,candidate,"We did it by taking dollar sixty billion that was going to banks and lenders as middlemen for the student loan program, and we said, let's just cut out the middleman."
OBAMA,96.2,time 2,candidate,"And, you know, I was raised by a single mom who had to put herself through school while looking after two kids."
OBAMA,96.2,time 2,candidate,Let's give the money directly to students.
OBAMA,96.2,time 3,candidate,"If we're going to talk about trips that we've taken when I was a candidate for office, first trip I took was to visit our troops."
OBAMA,96.21,time 2,candidate,"And as a consequence, we've seen millions of young people be able to afford college, and that's going to make sure that young women are going to be able to compete in that marketplace."
OBAMA,96.22,time 2,candidate,"But we've got to enforce the laws, which is what we are doing, and we've also got to make sure that in every walk of life we do not tolerate discrimination."
OBAMA,96.23,time 2,candidate,That's been one of the hallmarks of my administration.
OBAMA,96.24,time 2,candidate,I'm going to continue to push on this issue for the next four years.
OBAMA,96.3,time 2,candidate,And she worked hard every day and made a lot of sacrifices to make sure we got everything we needed.
OBAMA,96.3,time 3,candidate,"And when I went to Israel as a candidate, I didn't take donors."
OBAMA,96.4,time 2,candidate,"My grandmother, she started off as a secretary in a bank."
OBAMA,96.4,time 3,candidate,I didn't attend fundraisers.
OBAMA,96.5,time 2,candidate,"She never got a college education, even though she was smart as a whip."
OBAMA,96.5,time 3,candidate,"I went to Yad Beshef, the Holocaust museum there, to remind myself the nature of evil and why our bond with Israel will be unbreakable."
OBAMA,96.6,time 2,candidate,"And she worked her way up to become a vice president of a local bank, but she hit the glass ceiling."
OBAMA,96.6,time 3,candidate,"And then I went down to the border towns of Storok, which had experienced missiles raining dowm from Hamas."
OBAMA,96.7,time 2,candidate,She trained people who would end up becoming her bosses during the course of her career.
OBAMA,96.7,time 3,candidate,And I saw families there who showed me there where missiles had come down near their children's bedroo Miss And I was reminded of what that would mean if those were my kids.
OBAMA,96.8,time 2,candidate,She didn't complain.
OBAMA,96.8,time 3,candidate,"Which is why as president, we funded an Iron Dome program to stop those missiles."
OBAMA,96.9,time 2,candidate,That's not what you did in that generation.
OBAMA,96.9,time 3,candidate,"So that's how I've used my travels, when I travel to Israel and when I travel to the region."
OBAMA,102.1,time 2,candidate,"Katherine, I just want to point out that when Governor Romney's campaign was asked about the Lilly Ledbetter bill, whether he supported it?"
OBAMA,102.1,time 2,candidate,It makes a difference.
OBAMA,102.11,time 2,candidate,This is money out of that family's pocket.
OBAMA,102.12,time 2,candidate,"Governor Romney not only opposed it, he suggested that in fact employers should be able to make the decision as to whether or not a woman gets contraception through her insurance coverage."
OBAMA,102.13,time 2,candidate,That's not the kind of advocacy that women need.
OBAMA,102.14,time 2,candidate,"When Governor Romney says that we should eliminate funding for Planned Parenthood, there are millions of women all across the country, who rely on Planned Parenthood for, not just contraceptive care, they rely on it for mammograms, for cervical cancer screenings."
OBAMA,102.15,time 2,candidate,That's a pocketbook issue for women and families all across the country.
OBAMA,102.16,time 2,candidate,And it makes a difference in terms of how well and effectively women are able to work.
OBAMA,102.17,time 2,candidate,"When we talk about child care, and the credits that we're providing."
OBAMA,102.18,time 2,candidate,That makes a difference in whether they can go out there and and earn a living for their family.
